ID,company_name,city,state,size,website,industry,revenue,founded,company_type,logo_url
2045,"TalentBurst, an Inc 5000 company",Natick,MA,"1,001-5,000 employees",http://www.talentburst.com/,Staffing and Recruiting,Unknown,2002,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFjryU9gUliIA/company-logo_200_200/0/1656697052179?e=1677715200&v=beta&t=sUiaZCuOAH7C9Ol6Mm3hHD4lY61QNwqVofTteM1YMhw
2046,Novant Health,Charlotte,NC,"10,001+ employees",http://www.novanthealth.org/,Hospitals and Health Care,Unknown,1997,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQF5B0LIl6gGVA/company-logo_200_200/0/1519856581369?e=1677715200&v=beta&t=mvRwxNOiz5vAkynmtdOzsePRmmQl3tNQZJqO1cUK3nQ
2047,Design Pickle,Scottsdale,AZ,201-500 employees,https://designpickle.com/,Design Services,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQF-yQTQWCv2fQ/company-logo_200_200/0/1664219425132?e=1677715200&v=beta&t=iUZZfFHtD9Ut-TP2_rnxY5oQ2ua0fz4ew4g1vddv_yE
2048,Amway,Ada,MI,"10,001+ employees",http://www.AmwayGlobal.com/,Manufacturing,Unknown,1959,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHx_TF3P1nzvg/company-logo_200_200/0/1559915331796?e=1677715200&v=beta&t=9soVcSmdxHjfQBmFEn0iH5S3_qpc6Ut8dmX8pfuQHTc
2049,Synergy Interactive,New York,NY,51-200 employees,http://www.sinyc.com/,Staffing and Recruiting,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGhTcr8TO3PMw/company-logo_200_200/0/1519879814945?e=1677715200&v=beta&t=WsAECUCdToTK4Sru46XgGllnFZnYWCcayHi0MCYLfoY
2050,Justworks,New York,NY,"1,001-5,000 employees",https://www.justworks.com/lp/what-is-justworks/?utm_source=linkedin&utm_medium=organicsocial/,Human Resources Services,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEgkrEkeysdow/company-logo_200_200/0/1627565540495?e=1677715200&v=beta&t=tZy40lACRqrV4R5dKGxqClMw3Jat6IwRcSZlK0XxDIM
2051,Parafin,San Francisco,CA,51-200 employees,http://www.parafin.com/,Financial Services,Unknown,2020,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEqEGmLUXzvhw/company-logo_200_200/0/1611369639906?e=1677715200&v=beta&t=JYAbLZ6-JJ1l9576u13_r9JO9posZJFyCNJetfG5Wx0
2052,Menlo Security Inc.,Mountain View,CA,201-500 employees,https://www.menlosecurity.com/,Computer and Network Security,Unknown,2013,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFcyaQnA1jX9A/company-logo_200_200/0/1621640555626?e=1677715200&v=beta&t=U1vx_YqF_LZBmT7JlvHt6kTUurgGVlYGmAFLbW0jnuQ
2053,Matthews Industrial Automation Division,Unknown,Unknown,"501-1,000 employees",https://www.matw.com/business-segments/industrial-technologies/,Automation Machinery Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHdveNmh8LAfA/company-logo_200_200/0/1615379735708?e=1677715200&v=beta&t=vR4F8fmYeqhVBDLyzjKIthuGrbUEJdmiM4ihsqPhnO8
2054,Naehas,Palo Alto,CA,51-200 employees,http://www.naehas.com/,Software Development,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEGYN1Dsa27lA/company-logo_200_200/0/1601333436166?e=1677715200&v=beta&t=rmq-3llczPr8nXuGwIuy_KM8s4PEMkL99IzWXys3dfI
2055,Dorman Products,Colmar,PA,"1,001-5,000 employees",http://www.DormanProducts.com/,Motor Vehicle Manufacturing,Unknown,1918,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFN8SWlkyhi7Q/company-logo_200_200/0/1549558843405?e=1677715200&v=beta&t=YJu8Dnv4AcN2HjePgG-VzUsGcU37LDen3OC8B7D5Loo
2056,Tekion Corp,Pleasanton,CA,"1,001-5,000 employees",https://www.tekion.com/,Software Development,Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGB0W6_ixPclA/company-logo_200_200/0/1547049504116?e=1677715200&v=beta&t=T00A8ITcTndU_ilch53585oAMrAEKWvZ_PLvSDN02P4
2057,Shiftsmart,New York ,NY,51-200 employees,http://www.shiftsmart.com/,"Technology, Information and Internet",Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEB4SdUwoZ7jw/company-logo_200_200/0/1519895528837?e=1677715200&v=beta&t=TbXEJA0auMN4yHSryK1cC8byHbcuAaOVtigpUC_d6f4
2058,Veho,New York City,NY,"501-1,000 employees",http://shipveho.com/,Consumer Services,Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFm0SmAuTnaNQ/company-logo_200_200/0/1668112995087?e=1677715200&v=beta&t=mJBPDjppoCHTAh82648mFPNGDTYudizL5SOio424yF4
2059,GSK,Brentford,Middlesex,"10,001+ employees",http://www.gsk.com/,Pharmaceutical Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE52m4AbEhxCw/company-logo_200_200/0/1663675238251?e=1677715200&v=beta&t=qYotTsmatCIdAos-w0NDFjMq2e58uZjkbImr6C147-c
2060,Hygiena,Camarillo,CA,"501-1,000 employees",http://www.hygiena.com/,Biotechnology Research,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFOn7JVw9GUaw/company-logo_200_200/0/1620376022013?e=1677715200&v=beta&t=Xe4yvyspQwE4u_eIdBFp8MQxJq68BhEoyOf3nViAMO0
2061,Nouryon,Amsterdam,North Holland,"5,001-10,000 employees",https://www.nouryon.com/,Chemical Manufacturing,Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQF4LDM2FpiwNA/company-logo_200_200/0/1620316350399?e=1677715200&v=beta&t=Qy1Sfo4_fjwZEq9juTh1dqJippep9HlmMEdDTqDULr0
2062,"Aruba, a Hewlett Packard Enterprise company",Santa Clara,CA,"5,001-10,000 employees",http://arubanetworks.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEI-pThW7nv6w/company-logo_200_200/0/1621979237117?e=1677715200&v=beta&t=XmEiXVApiTYh90Yl25TTwzufIdE3AUWPxA4zc0MPFCw
2063,Dice,Centennial,CO,"1,001-5,000 employees",http://www.dice.com/,"Technology, Information and Internet",Unknown,1990,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEYK67Tel_mng/company-logo_200_200/0/1624162747433?e=1677715200&v=beta&t=A74-NEkUS8_GD37mA13jfqye_Bu6lurcAyOvpSzk4Ok
2064,NFI,Camden,NJ,"10,001+ employees",http://www.nfiindustries.com/,"Transportation, Logistics, Supply Chain and Storage",Unknown,1932,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEee2s-Ay8GqQ/company-logo_200_200/0/1656671826687?e=1677715200&v=beta&t=QL1gLrg0GPIqHlKuw8sG-mhl1aubh4YiVFqs3tjEQgc
2065,Light & Wonder - iGaming,Las Vegas,NV,"1,001-5,000 employees",http://www.lnw.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFmlNyW1a20YA/company-logo_200_200/0/1662713901455?e=1677715200&v=beta&t=NvtC8te8EnuLocO9DB1B00Z90JGIjyFQjj4XVRdESzQ
2066,Concept Reply US,Auburn Hills,MI,11-50 employees,https://www.reply.com/concept-reply/en/,IT Services and IT Consulting,Unknown,2021,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHUhqUklDZ1wQ/company-logo_200_200/0/1657218596825?e=1677715200&v=beta&t=cUiLBhDuT3yZNRqmRuRx6pmWGRCmSl8Fmrvxb_qQIE8
2067,Lenovo,Unknown,Unknown,"10,001+ employees",http://www.lenovo.com/,IT Services and IT Consulting,Unknown,1984,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHwodgzuPCrOA/company-logo_200_200/0/1659011655846?e=1677715200&v=beta&t=w9qPnwKh-I8klAZlID2NWJZql05jD0yV94anZ_f2k00
2068,Qualcomm,San Diego,CA,"10,001+ employees",https://www.qualcomm.com/,Wireless Services,Unknown,1985,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHHmRgEadFrdA/company-logo_200_200/0/1611250856145?e=1677715200&v=beta&t=n3ZDKzU4Y2rHoLfGKrCYsmySgMYJLvi5ezOdE6Roq58
2069,Waymark,San Francisco,CA,2-10 employees,http://www.waymarkcare.com/,Hospitals and Health Care,Unknown,2021,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFLdJTUN-LrBA/company-logo_200_200/0/1639425596785?e=1677715200&v=beta&t=av5_n_u1yF8d-1uHVlAgLTzftn-wyYb1qMWWcc_jb5A
2070,Connexis Search Group,Greenville,SC,11-50 employees,http://www.connexissearch.com/,Staffing and Recruiting,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHW9Mx1pJXlcw/company-logo_200_200/0/1519928094212?e=1677715200&v=beta&t=hYV1QlnHbwFPdPzlBQIu2UVI6L2x0CJ2MOSRRHZ64Tg
2071,PTC,Boston,MA,"5,001-10,000 employees",http://ptc.co/VLED30oHtEh/,Software Development,Unknown,1985,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH9lSbyOnr60g/company-logo_200_200/0/1656679776612?e=1677715200&v=beta&t=nZb138J8EN039V_6xCfkZRyKqv5twYmArOCOxM1AbFY
2072,apexanalytix,Greensboro,NC,201-500 employees,https://apexanalytix.com/,"Technology, Information and Internet",Unknown,1988,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHiYWmAUWzAsw/company-logo_200_200/0/1636119222177?e=1677715200&v=beta&t=KZzA588zfMl4gnEP0BmixV1rMvLr-ElJft_D9hI_Pc8
2073,Kojo,San Francisco,CA,51-200 employees,www.usekojo.com/,Software Development,Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFMrI6opFA4xw/company-logo_200_200/0/1653276316861?e=1677715200&v=beta&t=w_87FFUyF97ghe2gX7EnYZimNvbHcA94TmQ_OLWVl9E
2074,Confidential Jobs,New York,NY,201-500 employees,Unknown,"Technology, Information and Internet",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEi1DJ4p374gQ/company-logo_200_200/0/1643906486036?e=1677715200&v=beta&t=38UD_4O9tKXgnC5EuuEAviT8iQr1vrvf9-ugrK30IGY
2075,"Strategic Education, Inc",Herndon,VA,"5,001-10,000 employees",https://www.strategiceducation.com/,Higher Education,Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFfhlTMn_VcAA/company-logo_200_200/0/1594221778409?e=1677715200&v=beta&t=vtYrduU04unHKH6WGFdR9urxjjHYJmZ6Lb18tfnIxIQ
2076,C.H. Robinson,Eden Prairie,MN,"10,001+ employees",http://www.chrobinson.com/,"Transportation, Logistics, Supply Chain and Storage",Unknown,1905,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFGkKBfslcLQw/company-logo_200_200/0/1665582872446?e=1677715200&v=beta&t=myYQqNY32M9yPW3tGLAQD3mlbS8xmcG9loD_Hvblw98
2077,Valley Bank,Wayne,NJ,"1,001-5,000 employees",http://www.valley.com/,Banking,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFSmOvmSXvRbA/company-logo_200_200/0/1657045974726?e=1677715200&v=beta&t=bYc16WrJs04gnQWVCL04oDwPWejoYDPqIcasWd4RUT8
2078,Vigilent,Oakland,CA,11-50 employees,https://www.vigilent.com/,Software Development,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE54HSjkC5olA/company-logo_200_200/0/1519876221314?e=1677715200&v=beta&t=D9ImDcsevB9ftlJ57EU3GjGMf6rGymVSjuHA8Z2dzdc
2079,"Agero, Inc.",Medford,MA,"1,001-5,000 employees",http://www.agero.com/,IT Services and IT Consulting,Unknown,1972,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHWS1MSEyeZ9w/company-logo_200_200/0/1593114184418?e=1677715200&v=beta&t=rdWDPpWAQ4mSt44EcsyZVQwuiQwpaHAd_uDSLSk5oFo
2080,Strategic Employment Partners (SEP),Los Angeles,CA,51-200 employees,http://www.strategicemployment.com/,Staffing and Recruiting,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGpNiVnLSGK8w/company-logo_200_200/0/1519904675731?e=1677715200&v=beta&t=3xGF_v29FDijsmveYLBt-138Esce3fmyBNlDPJNh1tE
2081,Umpqua Bank,Portland,OR,"1,001-5,000 employees",http://www.umpquabank.com/,Banking,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQH9aG3KGeMBHg/company-logo_200_200/0/1625122027154?e=1677715200&v=beta&t=S4btZz6a5Qp_tyUR1i0SumOS3yL2Jrkflw6oHVMGdvM
2082,Cypress HCM,Walnut Creek,CA,51-200 employees,https://www.cypresshcm.com/,Staffing and Recruiting,Unknown,2005,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQH5Nvcz1NX0lw/company-logo_200_200/0/1666039706798?e=1677715200&v=beta&t=1tY8zZB73o2MwNyB4hSXiUv_E6fyVtAPmFsUPpWAhDY
2083,Quest Groups LLC,Palo Alto,CA,11-50 employees,http://www.questgroups.com/,Staffing and Recruiting,Unknown,2001,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE0t8IV8nwEqA/company-logo_200_200/0/1553624366035?e=1677715200&v=beta&t=fCgNkaou_OUjLufTI5LWkJTaNlI3E5P3QBNqe0KmQcQ
2084,Valmet,Espoo,FI,"10,001+ employees",http://www.valmet.com/,Machinery Manufacturing,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEWB2JXe0ArHg/company-logo_200_200/0/1519903179109?e=1677715200&v=beta&t=nJPhFUafP0dm28DybJWV8D41Dax5Ry2OmCQ9SGG9d-4
2085,Diverse Lynx,Princeton,NJ,"1,001-5,000 employees",http://www.diverselynx.com/,Software Development,Unknown,2002,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGk4XHA-0aydA/company-logo_200_200/0/1553721179130?e=1677715200&v=beta&t=6wL1-XO1FCuPvr3DNWVJf50u7h7obPwENOIrI4Qi_B8
2086,Blue Signal Search,Phoenix,AZ,51-200 employees,http://www.bluesignal.com/,Staffing and Recruiting,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFwdW8SJGNZnA/company-logo_200_200/0/1519914564286?e=1677715200&v=beta&t=uFbTMMjqMuGoUypMZgzOpQ7rBaVQpYwH4y8hz6JRICI
2087,Brooksource,Indianapolis,IN,"1,001-5,000 employees",http://www.brooksource.com/,IT Services and IT Consulting,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEpBYagiK3vWA/company-logo_200_200/0/1519856551676?e=1677715200&v=beta&t=0LCkiTCxEVHw-vlk9ffot_Zpb2z7Mp2mCHryQeH7_1c
2088,Sun Gro Horticulture,Agawam,MA,"501-1,000 employees",http://www.sungro.com/,Horticulture,Unknown,1929,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQENiKO91gLO-w/company-logo_200_200/0/1519856497330?e=1677715200&v=beta&t=TSYwmMmPM5di_n-B_eCIgaDmuk0Jr8s6Uih8eOhJoGw
2089,TaskRabbit,San Francisco,CA,201-500 employees,http://www.taskrabbit.com/,"Technology, Information and Internet",Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEyhUvHQdDvQg/company-logo_200_200/0/1653315439831?e=1677715200&v=beta&t=_3GIhnDwF3OO2X_GCknfRwiHSorW1xK-pQ20PTdxEq0
2090,Allegion,Dublin 2,Dublin,"10,001+ employees",http://www.allegion.com/,Security and Investigations,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFAgV0cLl3Vvw/company-logo_200_200/0/1519909582064?e=1677715200&v=beta&t=Qud-dYKTqzMLCYe6pgBiiMbfqWXy47wtQX3kAOPNdAE
2091,"nCino, Inc.",Wilmington,NC,"1,001-5,000 employees",http://ncino.com/,Software Development,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEeSeNqkG2dGg/company-logo_200_200/0/1654720457977?e=1677715200&v=beta&t=OyNtVRBMZ9UgHo6_YK0NsQFnPA2szX358_kwwerxJ-c
2092,FedEx Dataworks,Unknown,Unknown,201-500 employees,https://www.fedex.com/en-us/dataworks.html/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEORkCsXZ183w/company-logo_200_200/0/1660319497984?e=1677715200&v=beta&t=Kxhhw1YNY2tbbc7HRvSII13F3khYYSdE8bvP7uBYxGY
2093,The Intersect Group,Atlanta,GA,"501-1,000 employees",http://www.theintersectgroup.com/,Staffing and Recruiting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEKf-Pbg4w6qA/company-logo_200_200/0/1625266009160?e=1677715200&v=beta&t=CXdIwZNJ3aVNdUU_hSp84jV7wmBmCDyeK8rYmKla5Oc
2094,KLUS North America,Vero Beach,FL,11-50 employees,https://www.klusdesign.com/,Design Services,Unknown,2006,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGv_d6fu0xkxA/company-logo_200_200/0/1624613713660?e=1677715200&v=beta&t=WI-XF8Cm5pIfVNHzYaarpcVK5NY8qLcvgL4ju8Fm1QM
2095,Sports Business Journal,Charlotte,NC,51-200 employees,http://sportsbusinessjournal.com/,Spectator Sports,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFaRfiKzqu9Nw/company-logo_200_200/0/1594227065307?e=1677715200&v=beta&t=4nBELKd_16L8E1Td_4x3tMFF45KEM5WFHx8aYsyJQO8
2096,OraSure Technologies,Bethlehem,PA,"501-1,000 employees",http://www.OraSure.com/,Medical Equipment Manufacturing,Unknown,1987,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFFUR3BisPiyg/company-logo_200_200/0/1519862432493?e=1677715200&v=beta&t=2HYYi1kkUjhGU_mqDhbvchhmdkGHJdCYGy3-GKnl0IM
2097,TikTok,Los Angeles,CA,"10,001+ employees",https://www.tiktok.com/about?lang=en/,Entertainment Providers,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQGCdThXIss7UQ/company-logo_200_200/0/1539940587971?e=1677715200&v=beta&t=pyA2i6FXzbyRjblxs7hZ66fhGit2eJgdQxzilk958BM
2098,GovSpend,Deerfield Beach,FL,51-200 employees,http://ow.ly/1nj050IlYRN/,IT Services and IT Consulting,Unknown,2011,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQG_rFnQbEVuQg/company-logo_200_200/0/1539357257190?e=1677715200&v=beta&t=H_rhqVhYsRCnS1-SPwCbm2m9UHn5-gKA9MD_FBUwCzg
2099,AccelByte,Seattle,WA,201-500 employees,http://www.accelbyte.io/,Software Development,Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C510BAQGYrJ36kfwe_A/company-logo_200_200/0/1549853337825?e=1677715200&v=beta&t=J34P375KtcSLVZdepkyiOPXjjXu7ahp2JGj-j7kVjx0
2100,Medidata Solutions,New York,NY,"1,001-5,000 employees",http://www.medidata.com/,Software Development,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF7jG2wHdRVfQ/company-logo_200_200/0/1621869320597?e=1677715200&v=beta&t=e3fBjH9Rlxv-RvXNkgJnMBhcjeVttSZcuGj1-PLgROY
2101,Canonical,London,England,"501-1,000 employees",http://www.canonical.com/,Software Development,Unknown,2004,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEbIYAkAURcYw/company-logo_200_200/0/1650566106882?e=1677715200&v=beta&t=vDn8REJ6n6OTmTHcE-Ym4VQXto4uNHKkS9VX1E55j94
2102,Tilia,San Francisco,CA,51-200 employees,https://www.tilia.io/,"Technology, Information and Internet",Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEOexz39MtnmQ/company-logo_200_200/0/1633617191646?e=1677715200&v=beta&t=k5Jt-mP51icq0rtSGIquW6WrvIODqnfqwZbJeQSt9UU
2103,Yum! Brands,Louisville,KY,"1,001-5,000 employees",http://www.yum.com/,Restaurants,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQGOKeDEFOkGwg/company-logo_200_200/0/1540498723419?e=1677715200&v=beta&t=og6QV1I2yb5W7AEbpVi0ehm8wRQBJvPJ9KKub5A5P3c
2104,The Craneware Group,Atlanta,GA,"501-1,000 employees",http://www.thecranewaregroup.com/,Hospitals and Health Care,Unknown,1999,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQETDXh_qcwB6A/company-logo_200_200/0/1660927089461?e=1677715200&v=beta&t=LbDg8wWiVLvAMdYtJ6Dwmq5mAQL68vXz-tItpIJVwqY
2105,DSJ Global,Unknown,Unknown,"1,001-5,000 employees",http://www.dsjglobal.com/,Professional Services,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQElK1Qvk0niwQ/company-logo_200_200/0/1659435977015?e=1677715200&v=beta&t=KMMWp6vGI0-BghB3o7b5TZHguT2IQoP94y71ToMnGQI
2106,Seismic,San Diego,CA,"1,001-5,000 employees",https://bit.ly/3BgSQ3M/,Software Development,Unknown,2010,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHU3rG0UDXwOg/company-logo_200_200/0/1656719908986?e=1677715200&v=beta&t=-RFuqlaNtqM1zNBxwu5nzUHSulOabxYtBTzt91ytJ-o
2107,Johnson & Johnson Consumer Health,New Brunswick,NJ,"10,001+ employees",http://www.jnjconsumerhealth.com/homepage/,Hospitals and Health Care,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQFG7fFnOeRwUg/company-logo_200_200/0/1595873695839?e=1677715200&v=beta&t=apAg0kdkDbved8xEX8iZ0WNSj5d_ZWoyIUmaJ6liw0k
2108,Jamf,Minneapolis,MN,"1,001-5,000 employees",https://www.jamf.com/,Software Development,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE5yR2AUmI_bA/company-logo_200_200/0/1519883812016?e=1677715200&v=beta&t=DtCs2-x9cZ_lRdR59qMYkzwb1_P6REF3k-OvAIfhJz8
2109,STEEL X,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2110,"American Industrial Brands, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2111,"Chesterton Academy of The Holy Family NFP, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2112,Chavira's Accounting/Taxdude,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2113,Fine Indian Dining Group,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2114,"JLM Psychological Services, Inc",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2115,"Scott D. Levine, APC",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2116,"Bruce Law Firm, P.A.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2117,Levin & Nalbandyan Trial Lawyers,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2118,KENT LAW PLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2119,FirstEnergy Corporation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2120,Civil Clothing Inc.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2121,Physicians for Social Responsibility Wisconsin,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2122,"Graphic Packaging Intere Supervisornational, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2123,"European Sleep Design, Inc",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2124,"TJ & Associates, Inc. on behalf of PLS Engineering",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2125,Will County Division of Transportation,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2126,Photon Infotech,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2127,NX Fuels,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2128,Mitsui Sumitomo Marine Mgmt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2129,Quanta Manufacturing Fremont,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2130,"Menlo Microsystems, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2131,Bright path Associates LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2132,DaVita,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2133,Goodyear Commercial Tire & Service Centers (CTSC),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2134,Skin Research Institute,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2135,"Finches, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2136,Act! LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2137,Scismic,Cambridge,MA,1 to 50 Employees,http://www.scismic.com/,Unknown,Unknown / Non-Applicable,Unknown,Company - Private,https://media.glassdoor.com/sql/5220831/scismic-squarelogo-1642571772010.png
2138,National Security Agency,Fort George G Meade,MD,Unknown,http://www.intelligencecareers.gov/nsa/,National Agencies,Unknown / Non-Applicable,Unknown,Government,https://media.glassdoor.com/sql/41534/national-security-agency-squareLogo-1658328819828.png
