ID,company_name,city,state,size,website,industry,revenue,founded,company_type,logo_url
1965,Watts Water Technologies,North Andover,MA,"5,001-10,000 employees",http://www.watts.com/,Wholesale Building Materials,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFc1XX_4Hyhtw/company-logo_200_200/0/1556733574388?e=1677715200&v=beta&t=FYH84sWhSUb3yP54ouy2-xP1VilJuQb0xJqbeCKnAWY
1966,John Deere,Moline,IL,"10,001+ employees",http://www.johndeere.com/,Machinery Manufacturing,Unknown,1837,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEEa9V0QBAr8Q/company-logo_200_200/0/1566327195160?e=1677715200&v=beta&t=UYmVYKw5Du5jK22iy7SnCZeorLEqN4qI2g1LEOAfeHo
1967,Brightree,Peachtree Corners,GA,"501-1,000 employees",https://www.brightree.com/,Software Development,Unknown,2002,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE4LNXZYmMSFw/company-logo_200_200/0/1572223219837?e=1677715200&v=beta&t=WxPCv6Jrf-rWra75dbKWpNC3YaEH8JOl9l6I5sT2MpQ
1968,FreeWheel,New York,NY,"1,001-5,000 employees",http://www.freewheel.com/,Advertising Services,Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/D4E0BAQEmNO71ybKzCg/company-logo_200_200/0/1666015447756?e=1677715200&v=beta&t=WfZT6BXeN76SKPnW-jJjUA59LN7NmY7EAoo-gT2gwBE
1969,Pizza Hut,Plano,TX,"10,001+ employees",http://pizzahut.com/,Restaurants,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFSr1GyyfJ4Tw/company-logo_200_200/0/1584556119653?e=1677715200&v=beta&t=qRt2VEtBwXRmLxDtwX_dETdCd_lADPzkvmhy4TWBGqs
1970,Ocient,Chicago,IL,51-200 employees,http://www.ocient.com/,Software Development,Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG6LmtFtzLVyw/company-logo_200_200/0/1654723661106?e=1677715200&v=beta&t=h4ru_Q1H-mI9AV9HWqqNf_eZZ9_5Jzl9DnIVIvvj9zI
1971,Convergint,Schaumburg,IL,"5,001-10,000 employees",http://www.convergint.com/,Security and Investigations,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEfBjPkyV1dqg/company-logo_200_200/0/1656677880546?e=1677715200&v=beta&t=vyehLyyi6pX_iPqwRPqO-cRkd0eStYg21Z5bZrTJH1w
1972,Amtec Inc.,Chino Hills,CA,51-200 employees,http://www.amtec.us.com/,Staffing and Recruiting,Unknown,1959,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFNRDbaF-wA2A/company-logo_200_200/0/1638573661125?e=1677715200&v=beta&t=k4s275V6--B2EZwgzpqExyQiZvB8z4FxVGovmqXSB5E
1973,Poppulo,Cork Airport Business Park,County Cork,"501-1,000 employees",Unknown,Software Development,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQG28p4Ug9MpeA/company-logo_200_200/0/1668008695643?e=1677715200&v=beta&t=FTVIZM8JcuWgPUMu9waVC-GFHr22xHTnt6gTxhENfBI
1974,Veolia Water Technologies & Solutions,Unknown,Unknown,"5,001-10,000 employees",www.watertechnologies.com/,Environmental Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQErOWhD8V5B7w/company-logo_200_200/0/1663774874660?e=1677715200&v=beta&t=ArtXzPsI0-DSMo5T26WSoPbRdRI2XDJ8D-VuEfE-dyI
1975,Luxury Brand Holdings (Ross-Simons),Cranston,RI,201-500 employees,http://www.luxurybrandholdings.com/,Retail Luxury Goods and Jewelry,Unknown,1952,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQG8--vpRG7Cvw/company-logo_200_200/0/1519896960406?e=1677715200&v=beta&t=GIVwCo7IcyOMhuqq_jPdGB9ndO0gPO_ib0xiQy482NM
1976,Alight Solutions,Lincolnshire,IL,"10,001+ employees",https://www.alight.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEX05hwwUfDmw/company-logo_200_200/0/1541094578896?e=1677715200&v=beta&t=XJ7TXecLGj2PwEvDGa9DZ8WoEHbth4eRNv1JrFQhjmM
1977,POLITICO,Arlington,VA,"501-1,000 employees",http://www.politico.com/,Online Audio and Video Media,Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEq7EY4F_cv2Q/company-logo_200_200/0/1519890440986?e=1677715200&v=beta&t=BlY-c1oCULTjewNRPKYyI9apTqZ3Rb7BioYXgVnl2DU
1978,Capco,London,UK,"1,001-5,000 employees",http://www.capco.com/,Financial Services,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGFWxeEYkC5-A/company-logo_200_200/0/1657044425608?e=1677715200&v=beta&t=H4upqj7EUoVLLVUAfeSKF-dz0gkv2SHOv77Ndetd6K4
1979,Cisco,San Jose,CA,"10,001+ employees",http://www.cisco.com/,Software Development,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQGRHOdaPHPKEQ/company-logo_200_200/0/1665765655002?e=1677715200&v=beta&t=h4d-hgfssGittVF2B_Hz3j0vi-pBCAkoOjGBv8W488M
1980,Paramount+,Unknown,Unknown,201-500 employees,https://www.paramount.com/brand/paramount-plus/,Entertainment Providers,Unknown,2021,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQE5bSeR4MB9Pg/company-logo_200_200/0/1657042469411?e=1677715200&v=beta&t=DyfXg5RampsVVVKtnSE7aK_6U5B4YAMd8XnEQmwmxQQ
1981,Cengage Group,Boston ,MA,"5,001-10,000 employees",https://www.cengagegroup.com/,E-Learning Providers,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFq5obF06QVJw/company-logo_200_200/0/1656608793408?e=1677715200&v=beta&t=OdI95MHZdnafH_WxXFoZfWdCH9yeOh5emOaKoTLZwNc
1982,"Advanced Drainage Systems, Inc.",Hilliard,OH,"1,001-5,000 employees",http://www.ads-pipe.com/,Construction,Unknown,1966,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQENTg9mm0z0YA/company-logo_200_200/0/1656676196789?e=1677715200&v=beta&t=T0OwWwpJ9rGtLclsBXHMPDrpaKOxzT4jM_f3oNqbq1Q
1983,U.S. Bank,Minneapolis,MN,"10,001+ employees",http://www.usbank.com/careers/,Banking,Unknown,1863,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHT4POmW3oPag/company-logo_200_200/0/1592336710632?e=1677715200&v=beta&t=hOvO3Zs5tZRPxrx2t-BWC9-naZU9igSet6VzRAqkdBI
1984,Allergan Data Labs,Irvine,CA,201-500 employees,http://www.allergandatalabs.com/,IT Services and IT Consulting,Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH0hyHrLzHuhA/company-logo_200_200/0/1641752426204?e=1677715200&v=beta&t=ki3__-79KWfdZ4rW36YmywBVUqw9s3n_fJpYQzuvtNg
1985,Porsche Digital US,Palo Alto,CA,51-200 employees,https://us.porsche.digital/,IT Services and IT Consulting,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEXy7ajSoOT9g/company-logo_200_200/0/1649429751439?e=1677715200&v=beta&t=18n2fKAITezVDVzmjGOPQ9LPULDshj5fMg02T0qziEg
1986,Platform Science,San Diego,CA,201-500 employees,http://www.platformscience.com/,Software Development,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFwDh5F4FjKSg/company-logo_200_200/0/1622595081890?e=1677715200&v=beta&t=QFpZ7t2pgvxH2-eixYUhTwjpmVnb8CiT1KfPfaRzHX0
1987,"Swire Coca-Cola, USA",Draper,UT,"5,001-10,000 employees",http://www.swirecc.com/,Food and Beverage Services,Unknown,1816,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEj26_5tV7DaQ/company-logo_200_200/0/1658338528318?e=1677715200&v=beta&t=tqdPzd0PeCTMQR2nc0OBwHCOEvXaV6EOqygd9O4eprY
1988,"Fastpath Solutions, LLC",Des Moines,IA,51-200 employees,http://www.gofastpath.com/,Software Development,Unknown,2004,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQH0JqeXQs6gqw/company-logo_200_200/0/1668779909737?e=1677715200&v=beta&t=4ZR1hxDBqKHA5y22NBS__5VEekI2BipuVHRBCdY1KWE
1989,SciPlay,Austin,TX,"501-1,000 employees",https://www.sciplay.com/,Computer Games,Unknown,1998,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHm5lP0YhZbvA/company-logo_200_200/0/1657124615611?e=1677715200&v=beta&t=R-XRouAYBquONOIGirHFpG0zp_CPoibLDyiEdB-i5m0
1990,Belle,Nashville,TN,51-200 employees,http://bellecares.com/,Home Health Care Services,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHOrZjTMygw_w/company-logo_200_200/0/1597317768632?e=1677715200&v=beta&t=BLY24II9jTOv-TvqroGW_7Pl-zdIX0r_cVRdjrPaRYw
1991,NexTraq,Atlanta,GA,201-500 employees,http://www.nextraq.com/,Software Development,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHq8Dd1UmDfLA/company-logo_200_200/0/1527617480973?e=1677715200&v=beta&t=6YIo_Zpl8fdVltbtMHYWiTNYpPQBqhnQ5U-c41bhzIo
1992,Graduate Management Admission Council™ (GMAC™),Reston,VA,51-200 employees,http://www.gmac.com/,Education Administration Programs,Unknown,1954,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF6apHhEgm1-g/company-logo_200_200/0/1561650600738?e=1677715200&v=beta&t=6JLrKHFRDDq7mTRVAn6vZ6Rs-g3ebbvVr0zrtnUT35k
1993,Charlie Health,Bozeman,MT,51-200 employees,https://www.charliehealth.com/,Mental Health Care,Unknown,2020,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFXVcyB_yxr9A/company-logo_200_200/0/1661514618236?e=1677715200&v=beta&t=NkYwhscecdD71QF-gQ50wd-B4uZn0X6jPGqU4aYQPW8
1994,"Encodia, Inc.",San Diego,CA,51-200 employees,http://www.encodia.com/,Biotechnology Research,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQHTWhCdQ3KZsw/company-logo_200_200/0/1666803930959?e=1677715200&v=beta&t=8xiYdpjaJbJlekCd4HAVy4espzRgYiG4c5LrSfOxWuo
1995,Modis,Zurich,Zurich,"10,001+ employees",http://www.modis.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEZUvRVJ8XLmw/company-logo_200_200/0/1603190267070?e=1677715200&v=beta&t=Lw_ENShPfow4P4XN8mZeJNTHaSVkeHW1RDWmLTg7RKk
1996,New Hampshire Industries,Claremont,NH,51-200 employees,http://www.nhi-mfg.com/,Machinery Manufacturing,Unknown,1960,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQECu3vEZUNrKA/company-logo_200_200/0/1615306008005?e=1677715200&v=beta&t=Qpd9_h-W74DzgWPGnstsKf0bYUPLRnKhXPf0bhJRJLE
1997,NTT Ltd.,London,London,"10,001+ employees",https://services.global.ntt/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEqpTiCGCyVOw/company-logo_200_200/0/1656658515030?e=1677715200&v=beta&t=Gfp_zM_wHa36BK4J90xG98UP5XcIMfENLIsWqkGWJhQ
1998,The Mom Project,Chicago,IL,51-200 employees,http://themomproject.com/,Internet Publishing,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGtjP738eVS_A/company-logo_200_200/0/1663160330744?e=1677715200&v=beta&t=7S12O7X4EhUyyo3T-YomOiFQ28S3fHq2XhsV6vSTT7k
1999,JRNI,Boston,MA,51-200 employees,https://www.jrni.com/,Software Development,Unknown,2008,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHIGwdBQsijHg/company-logo_200_200/0/1625751630065?e=1677715200&v=beta&t=-lUYr9j0cExl4Eb9L_-QEihJ63gKvK1xlIfo_jzZeYE
2000,IKEA,Delft,Zuid-Holland,"10,001+ employees",https://about.ikea.com/,Retail,Unknown,1943,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHFZRoCWlWZ-g/company-logo_200_200/0/1560845690429?e=1677715200&v=beta&t=aU4DUZN06GADGJ7T4NcflEUSPq-pYWDaI2B3xDPO3pU
2001,T-Mobile,Bellevue,WA,"10,001+ employees",https://bit.ly/3IK6i13/,Telecommunications,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG9CjnZtwjsaQ/company-logo_200_200/0/1668389208367?e=1677715200&v=beta&t=QRCsD9QeaiWvrVcM3LR9CbUub8J8sCZMwj90Hr86hYI
2002,DaVita Kidney Care,Denver,CO,"10,001+ employees",https://careers.davita.com/,Hospitals and Health Care,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEQsd9uBPP9hQ/company-logo_200_200/0/1656972363688?e=1677715200&v=beta&t=lxkYwesjJwB_18RLH2mS_-A-KrkGmIzOuc45MLXBHU8
2003,Onlife Health®,Franklin,TN,51-200 employees,http://www.onlifehealth.com/,Wellness and Fitness Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/D4E0BAQFmqphWbrgXew/company-logo_200_200/0/1665423006371?e=1677715200&v=beta&t=TuZYx6qCdWQEatyioL53x3h_tPQTRHtFl_PSVQZ4lYg
2004,My-Take,Westborough,MA,11-50 employees,http://www.my-take.com/,Market Research,Unknown,2010,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFpabTClvJR3A/company-logo_200_200/0/1637614129063?e=1677715200&v=beta&t=qLdFWOdGnrn4fCfP5lcH5tfjBMUJt_LA0uhs2TctVTY
2005,Cowbell,Pleasanton,CA,201-500 employees,https://cowbell.insure/,Insurance,Unknown,2019,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGZyMGMkZpDyw/company-logo_200_200/0/1664224027607?e=1677715200&v=beta&t=MKG4EDoO5xGGj2F-ndcyBtvQtuqaGS1JCrT7xj4O1TQ
2006,Direct Wire,Denver,PA,51-200 employees,https://www.directwire.com/,"Appliances, Electrical, and Electronics Manufacturing",Unknown,1977,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGssqjDY2XjhQ/company-logo_200_200/0/1599064261770?e=1677715200&v=beta&t=Si5pGLRILx7zIhZcAN3Py2hOV9NiAZmaxWwMxbuaTtM
2007,Univision,Miami,FL,"1,001-5,000 employees",https://corporate.televisaunivision.com/,Broadcast Media Production and Distribution,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFThGkfDzCoRA/company-logo_200_200/0/1659120021627?e=1677715200&v=beta&t=Yx5Dn4YqfOchMUZTllJpETtVvgXP4gKVv1DYIvMdE6c
2008,"OBIX by Clinical Computer Systems, Inc",Hoffman Estates,IL,51-200 employees,http://www.obix.com/,IT Services and IT Consulting,Unknown,1996,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGbtyjC7SmZJA/company-logo_200_200/0/1567022767662?e=1677715200&v=beta&t=M6QxBD0cfhoszeXJY2HGyiIQ2Lly3SMag8OhwjrMQa4
2009,Harvey Nash USA,"Wayne, NJ 07470",NJ,"5,001-10,000 employees",https://www.harveynashusa.com/,Staffing and Recruiting,Unknown,1988,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHKi_j7-6Kxnw/company-logo_200_200/0/1657116351784?e=1677715200&v=beta&t=3sUwK5HM0H1fh34e7-Rd-JL845Db7RoCICWWZan1chA
2010,HP,Palo Alto,CA,"10,001+ employees",http://www.hp.com/,IT Services and IT Consulting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGQUly5Dyv8GA/company-logo_200_200/0/1657298369865?e=1677715200&v=beta&t=PkGJ4XhCskqofRVORuVHyvOAhX4n9HafNZrFPd3rpbc
2011,H-E-B,San Antonio,TX,"10,001+ employees",https://careers.heb.com/,Retail,Unknown,1905,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGIrljxfWRNtQ/company-logo_200_200/0/1660516154233?e=1677715200&v=beta&t=pIuKy9pboUEQzj9Cjfu14KtUQuXLmS9dF3edg3cOYsw
2012,iland Cloud,Houston,TX,"1,001-5,000 employees",https://1111systems.com/,IT Services and IT Consulting,Unknown,1995,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHZPmdzBOPUBQ/company-logo_200_200/0/1642649189092?e=1677715200&v=beta&t=IddjBDfyqzZnAkNwCTgaXiC9S3dKszJxGz_HqxdGyns
2013,Fintech,Tampa,FL,51-200 employees,https://linktr.ee/FintechBevAlc/,Financial Services,Unknown,1991,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFm-T8Ao0dhDw/company-logo_200_200/0/1559823708071?e=1677715200&v=beta&t=yQOf_hIFwqcTz4NKwMPjz9fcLyyS9qWaYhvt8_M6fPg
2014,Sound Physicians,Tacoma,WA,"5,001-10,000 employees",http://www.soundphysicians.com/,Hospitals and Health Care,Unknown,2001,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFpfHzCZZnaBg/company-logo_200_200/0/1617815283613?e=1677715200&v=beta&t=R4VTNTT2_1wT8SRTCx75OYGB8rgx9OFUZb3PiIS4bGA
2015,PMG,Fort Worth,TX,"501-1,000 employees",https://www.pmg.com/careers/,Advertising Services,Unknown,2010,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEn2gx6K3oT6Q/company-logo_200_200/0/1656662003466?e=1677715200&v=beta&t=3mss2cv3usNAI_xHkFDRWI6wxo3BP2a2KhD0FDP-4h0
2016,Scale Media,Greater Los Angeles,CA,51-200 employees,https://scalemedia.com/,"Technology, Information and Internet",Unknown,2014,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQG1HQfp_hmFQQ/company-logo_200_200/0/1603826493854?e=1677715200&v=beta&t=qkC8f7dv-RfkWWIK7kIBDjxaGxTiEDGks0AqrR2p2uc
2017,Square,San Francisco,CA,"1,001-5,000 employees",http://squareup.com/,Software Development,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQHikN6EXPd23Q/company-logo_200_200/0/1595359131127?e=1677715200&v=beta&t=iuT5M069WlFJKXWHhs_iP_vauLMBbq6FjJzJH8cAW6g
2018,Gorgias,San Francisco,CA,201-500 employees,https://www.gorgias.com/,Software Development,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQF3rOArp88dAw/company-logo_200_200/0/1595626005074?e=1677715200&v=beta&t=6STzy7TzP7ddYc8bAZRgZQFkDzP3dc19iAVEt8lpXsA
2019,Aristocrat,North Ryde,NSW,"5,001-10,000 employees",https://www.aristocrat.com/,Gambling Facilities and Casinos,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHyE6vYUfz9Tw/company-logo_200_200/0/1668624498844?e=1677715200&v=beta&t=HzK4biAnp_4P4SWAiV2gnmBtAXdDHRhBQLqAFkLhDS8
2020,PMI Worldwide,Seattle,WA,"1,001-5,000 employees",http://www.pmiworldwide.com/,Manufacturing,Unknown,1983,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQF8ZeKCXZd8Cw/company-logo_200_200/0/1574203514292?e=1677715200&v=beta&t=kv6AuhiiF60H4opzW97Bg_uXdsU8t24JmF4YG227WwI
2021,HD Supply,Atlanta,GA,"5,001-10,000 employees",http://www.hdsupply.com/,Wholesale,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHUM5IKTssEyA/company-logo_200_200/0/1519863132563?e=1677715200&v=beta&t=2Z1S2dp400SpO9HZhnIO9XLJHruPksE6vnEsKLF00Sc
2022,Activision,Santa Monica,CA,"5,001-10,000 employees",https://careers.activision.com/?utm_source=linkedin/,Entertainment Providers,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQExGklv4pO1eQ/company-logo_200_200/0/1625589471641?e=1677715200&v=beta&t=EgTWNMZgH5D7Qzpv8sSFhppaxm2Aw9-702iOmdG7syY
2023,LPL Financial,San Diego,CA,"1,001-5,000 employees",https://www.lpl.com/,Financial Services,Unknown,1989,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHrfv1hsY5vGQ/company-logo_200_200/0/1656679215247?e=1677715200&v=beta&t=oV3X1qt7h-ePCPDE20fZndlvIcwBRZVtn40EKBqYkto
2024,Insight Global,Atlanta,GA,"1,001-5,000 employees",https://www.insightglobal.com/,Staffing and Recruiting,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGUNIyRZFaj0g/company-logo_200_200/0/1657049194250?e=1677715200&v=beta&t=oMV2NNWYpHFXYT6nUSrUyunqRzprh6xHY_jvfSL1pu4
2025,Braintrust,San Francisco,CA,11-50 employees,http://www.usebraintrust.com/,"Technology, Information and Internet",Unknown,2018,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHbQYFSQsK__A/company-logo_200_200/0/1630511737707?e=1677715200&v=beta&t=qr0XFa_9vmsAJ_rmIKP-bw_wID6DsIsJmKqj8C5IQT8
2026,Kong Inc.,San Francisco,CA,201-500 employees,http://www.konghq.com/,"Technology, Information and Internet",Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/D560BAQFD--_uA81j0w/company-logo_200_200/0/1664993672786?e=1677715200&v=beta&t=Mx_gqhvtMQ7vapGAaYie_CId7dLb8yShg3W3ZgaX7RI
2027,Norgren,Unknown,Unknown,"5,001-10,000 employees",http://www.norgren.com/,Industrial Machinery Manufacturing,Unknown,1925,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQFzGKL2uIKz5A/company-logo_200_200/0/1587987973538?e=1677715200&v=beta&t=vUYWmEb8oXiwXwQxFRvW8EyT7luXbr_sH2g5MUJQdtE
2028,US Tech Solutions,New Jersey,NJ,"1,001-5,000 employees",http://www.ustechsolutions.com/,Staffing and Recruiting,Unknown,2000,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHPF54GNm3f4w/company-logo_200_200/0/1519856100208?e=1677715200&v=beta&t=CkLYR6iKtfZdbf_pvNS1MKGWkbJX_eG97bDmI55UxYg
2029,"Pinnacle Group, Inc.",Dallas,TX,"5,001-10,000 employees",http://www.pinnacle1.com/,IT Services and IT Consulting,Unknown,1996,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHPAKQLfJBKow/company-logo_200_200/0/1642021222336?e=1677715200&v=beta&t=SDimcxsY3I0moMB_S14hUdR6z6tBATBhQrH-s2gP3Ag
2030,B. Braun Medical Inc. (US),Bethlehem,PA,"10,001+ employees",http://www.BBraunUSA.com/,Medical Equipment Manufacturing,Unknown,1839,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEYH1Syl6xkUQ/company-logo_200_200/0/1626705782815?e=1677715200&v=beta&t=CU7631_s5Mp-VbOIL46FZI2KOEc1CKiBLECrFBRdxAg
2031,Claravine,Provo,UT,51-200 employees,https://www.claravine.com/,Software Development,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGB0RB9Gw6ajw/company-logo_200_200/0/1538177326393?e=1677715200&v=beta&t=9vsc8VGM1efX3Dw0cvlWegRKaHcj7oJ703HFeMJXRFU
2032,Epic Games,Cary,NC,"1,001-5,000 employees",http://www.epicgames.com/,Computer Games,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQEXIMAQALTuog/company-logo_200_200/0/1587575543237?e=1677715200&v=beta&t=Q8L4cK4XqRCm-EFpne31Id6gMTUp6GmKzTHXZRjmCVA
2033,SentinelOne,Mountain View,CA,"1,001-5,000 employees",http://www.sentinelone.com/,Computer and Network Security,Unknown,2013,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEw-a3g3SOsvg/company-logo_200_200/0/1573803193108?e=1677715200&v=beta&t=ShvPK9cV2PBGfEQUg5GYOyiBzm8KL0eGGoe0ZZBB_SY
2034,ezCater,Boston,MA,"501-1,000 employees",http://bit.ly/2RoPTIz/,"Technology, Information and Internet",Unknown,2007,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQE1WuHZp0lA-w/company-logo_200_200/0/1582316988880?e=1677715200&v=beta&t=gVjTZfblQBNPgU09IVq10LPMLKSYOFgCSqqiiMd4fa4
2035,UBS,Unknown,Unknown,"10,001+ employees",http://www.ubs.com/about/,Financial Services,Unknown,1862,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQEshkSDzwMJ4g/company-logo_200_200/0/1561968571984?e=1677715200&v=beta&t=kMxDwp58jWs6NtfZMW-ITFzgaw3SIgq7xeFfmMl0ZkM
2036,Flock Safety,Atlanta,GA,"501-1,000 employees",https://www.flocksafety.com/,Public Safety,Unknown,2017,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQGEGtYMeUa4WQ/company-logo_200_200/0/1652727198002?e=1677715200&v=beta&t=GGKeVzsicJbhbqNgB10_eUMI0srenqbgno9_WgEXpk4
2037,Quicken,Menlo Park,CA,51-200 employees,http://www.quicken.com/,Financial Services,Unknown,2016,Unknown,https://media-exp1.licdn.com/dms/image/C4E0BAQG8cSZ2hFXfGQ/company-logo_200_200/0/1563483617841?e=1677715200&v=beta&t=m35SMvF59-HkqmS2CnTpunfMx6xch-3utmNbvNA5vZM
2038,"Glossier, Inc.",New York,NY,201-500 employees,http://www.glossier.com/,Manufacturing,Unknown,2014,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQHWn_kAJ9EijQ/company-logo_200_200/0/1519873529804?e=1677715200&v=beta&t=laFyETqIszpeFPEASTR_zuVEzgJbjWdvX5AHr1viMw0
2039,American Family Insurance,Madison,WI,"10,001+ employees",http://www.amfam.com/,Insurance,Unknown,1927,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGW5C46pCBOPg/company-logo_200_200/0/1633103743640?e=1677715200&v=beta&t=MNQtLrRKLwvZpjeyO4LtOPIEkrv6-NhCOlr_PEXy2x0
2040,American Express,New York,NY,"10,001+ employees",https://www.americanexpress.com/,Financial Services,Unknown,Unknown,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQGRhsociEn4gQ/company-logo_200_200/0/1523269243842?e=1677715200&v=beta&t=pr3S0ci5N6JcxaVMsNvwe_UT3ZORCqsSPLXJAdBWZNc
2041,Book of the Month,New York,NY,51-200 employees,https://www.bookofthemonth.com/about-us/,Online and Mail Order Retail,Unknown,1926,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHJvqRmy4Mw5Q/company-logo_200_200/0/1551298746027?e=1677715200&v=beta&t=MAvGp0hvpLEOYLoMCXgoENZ0lcKEkSqOu7KIQ0wCB8M
2042,Grindr,Los Angeles,CA,51-200 employees,http://www.grindr.com/,Software Development,Unknown,2009,Unknown,https://media-exp1.licdn.com/dms/image/C4D0BAQEisWtCtU7rpg/company-logo_200_200/0/1660853865665?e=1677715200&v=beta&t=c55Pbitujtx1nT-q_Uz3VlP-pKEZANL1l5zO7hB24MY
2043,HackerRank,Mountain View,CA,201-500 employees,https://www.hackerrank.com/,Software Development,Unknown,2012,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQHneWLNCPQgDA/company-logo_200_200/0/1641202397642?e=1677715200&v=beta&t=w2xjC728WmrAHLgcS3NZnhcM86UIeZ8yvYREclgI7Do
2044,Teikametrics,Boston,MA,201-500 employees,http://www.teikametrics.com/,Internet Publishing,Unknown,2015,Unknown,https://media-exp1.licdn.com/dms/image/C560BAQFDsUX2ioO8pA/company-logo_200_200/0/1657034091867?e=1677715200&v=beta&t=4uYZ1IK0PPW2EWkpnF5Cnw9H7Hr7jPxKGhklsNtHsgY
