ID,name,url,headquarter,size,founded,company_type,industry,description,revenue,company_url
1363,Copart,"https://www.glassdoor.com/Overview/Working-at-Copart-EI_IE2621.11,17.htm","Dallas, TX",5001 to 10000 Employees,1982,Company - Public (CPRT),Auctions & Galleries,"Copart, founded in 1982, connects buyers and sellers around the world. Copart remarkets clean title and repairable vehicles to dealers, dismantlers, rebuilders, exporters and end users through Internet sales utilizing its VB3 technology. Copart sells vehicles on behalf of insurance companies, banks, finance companies, fleet owners, car dealerships, cars sourced from the general public and others. Copart links sellers to more than 750,000 members in over 150 countries through our multi-channel online platform.

Copart has a diverse and extensive inventory of nearly 175,000 vehicles each day including early and late model cars, classics, trucks, SUVs, motorcycles, boats, jetskis, snowmobiles and RVs.

Copart is a veteran-founded company that honors the service of active & reserve duty employees. Copart’s veteran commitments include Leadership Development Programs, tuition reimbursement, and up to 10 days of paid leave for non-activation orders like training.",$1 to $5 billion (USD),http://www.copart.com/
1364,A. Stucki Company,"https://www.glassdoor.com/Overview/Working-at-A-Stucki-Company-EI_IE15268.11,27.htm","Coraopolis, PA",1 to 50 Employees,1911,Company - Private,Transportation Equipment Manufacturing,"A. Stucki Company is a privately held company that is comprised of 17 global locations that are focused on the engineering, reconditioning, machining and manufacturing of railcar parts, railcars, and industrial parts. We pride ourselves on our ever-growing, progressive roots! We value innovative individuals who exude qualities such as integrity and commitment. Our foundation rests on success, hard work, initiative, and an environment that promotes growth and continuous improvement.

You will find at Stucki a casual yet professional business environment with a strong leadership team comprised of individuals who are approachable and supportive. We seek dedicated and enthusiastic talent who can help us transform our vision into reality. Learn more at www.stucki.com",Unknown / Non-Applicable,http://www.stucki.com/
1365,Mauser Packaging Solutions,"https://www.glassdoor.com/Overview/Working-at-Mauser-Packaging-Solutions-EI_IE2281791.11,37.htm","Oak Brook, IL",10000+ Employees,1929,Company - Private,Consumer Product Manufacturing,"Introducing Mauser Packaging Solutions

Packaging industry leaders BWAY, MAUSER Group, National Container Group (NCG) and Industrial Container Services (ICS) have come together to create Mauser Packaging Solutions.

Bringing together the very best of our four legacy companies, the new company is the first of its kind to offer true sustainability at scale, globally: of natural resources, supply chains, packaging performance and growth opportunities.",$1 to $5 billion (USD),http://www.mauserpackaging.com/
1366,BBSI,"https://www.glassdoor.com/Overview/Working-at-Barrett-Business-Services-EI_IE2409.11,36.htm","Vancouver, WA",10000+ Employees,1972,Company - Public (BBSI),HR Consulting,"BBSI is a leading provider of business management solutions for small and mid-sized companies. Our mission is to improve the success of our business customers by aligning our local teams of professionals with small and mid-sized business owners, driving value to their business. BBSI partners with these businesses to leverage their investment in human capital through a high-touch, tailored approach, and enables business owners to focus on their core business by reducing organizational complexity and maximizing productivity. We support more than 7,000 clients with approximately 200,000 employees.

Our staffing services include on-demand or short-term staffing assignments, contract staffing, direct placement, and long-term or indefinite-term on-site management. Our recruiting experts maintain a deep network of professionals from which we source candidates. Through an assessment process, we gain an understanding of the short and long-term needs of our clients, allowing us to identify and source the right talent for each position.",$500 million to $1 billion (USD),http://www.bbsi.com/
1367,Albertsons/ Safeway Distribution Center,"https://www.glassdoor.com/Overview/Working-at-Albertsons-Companies-EI_IE22.11,31.htm","Boise, ID",10000+ Employees,1939,Company - Public (ACI),Grocery Stores,"Locally great and nationally strong, Albertsons Companies is a leading food and drug retailer in the United States, employing more than 300,000 associates in 2,252 stores across 34 states and the District of Columbia. Our list of well-known store banners include Albertsons, Safeway, Vons, Jewel-Osco, Shaw's, Acme, Tom Thumb, Randalls, United Supermarkets, Pavilions, Star Market, Haggen and Carrs.

Albertsons Companies is committed to helping people across the country live better lives by making a meaningful difference, neighborhood by neighborhood. In 2019, Albertsons Companies, along with the Albertsons Companies Foundation, gave $225 million in food and financial support. In 2020, Albertsons Companies made a $53 million commitment to community hunger relief efforts and a $5 million commitment to organizations supporting social justice. These efforts have helped millions of people in the areas of hunger relief, education, cancer research and treatment, social justice and programs for people with disabilities and veterans' outreach.",$10+ billion (USD),http://www.albertsonscompanies.com/
1368,Murphy Company,"https://www.glassdoor.com/Overview/Working-at-Murphy-EI_IE1034042.11,17.htm","Eugene, OR",501 to 1000 Employees,1909,Company - Private,Wood & Paper Manufacturing,"Home » About Us » Murphy’s Story
MURPHY’S STORY


Throughout most of the 20 century, the company logged and merchandised timber. Over time, it became an open‐market veneer supplier and then began manufacturing softwood plywood, engineered wood and hardwood plywood.

Today, Murphy has evolved into a veneer specialist. It was a transformation that grew from paying attention to the changing landscape and looking for opportunities to build on Murphy’s core strength: veneer.",$100 to $500 million (USD),http://www.murphyplywood.com/
1369,KAR Global,"https://www.glassdoor.com/Overview/Working-at-KAR-Global-EI_IE43271.11,21.htm","Carmel, IN",1001 to 5000 Employees,2006,Company - Public (KAR),Enterprise Software & Network Solutions,"Our end-to-end platform serves the remarketing needs of the world’s largest OEMs, dealers, fleet operators, rental companies and financial institutions.

We’re a technology company delivering next generation tools to accelerate and simplify remarketing.

We’re an analytics company leveraging data to inform and empower our customers with clear, actionable insights.

And we’re an auction company powering the world’s most advanced digital used vehicle marketplaces.

Headquartered in Carmel, Indiana, KAR has about 5,000 employees and maintains business units across North America, Europe, the Philippines, and Uruguay.

Together, the KAR brands provide a complete remarketing solution for our customers.",$1 to $5 billion (USD),https://www.karglobal.com/
1370,Benton County Oregon,"https://www.glassdoor.com/Overview/Working-at-Benton-County-OR-EI_IE572838.11,27.htm","Corvallis, OR",201 to 500 Employees,,Government,National Agencies,"About Benton County Oregon

Our mission is making Benton County a better place to live. Benton County Government is bringing to its citizenry the authority, structure, and services to respond to public concerns and opportunities and to provide a means of local decision making. As an inclusive and diverse organization, Benton County's policy is to provide fair and equal treatment to all and to prohibit discrimination on the basis of race, color, religion, gender, national origin, disability, age, condition of pregnancy, sexual orientation, gender identity, military service, political affiliation, social-economic, marital status or affectional preferences.

For a complete listing of current job postings please visit: https://www.governmentjobs.com/careers/bentonor",Unknown / Non-Applicable,http://www.co.benton.or.us/
1371,Pediatric Associates of the Northwest,"https://www.glassdoor.com/Overview/Working-at-Pediatric-Associates-of-the-Northwest-EI_IE2324988.11,48.htm","Portland, OR",51 to 200 Employees,,Company - Private,,,Unknown / Non-Applicable,http://www.portlandpediatric.com/
1372,Kaiser,"https://www.glassdoor.com/Overview/Working-at-Kaiser-Permanente-EI_IE19466.11,28.htm","Oakland, CA",10000+ Employees,1945,Nonprofit Organization,Health Care Services & Hospitals,"At Kaiser Permanente, we work as one for a healthier today and tomorrow. Founded in 1945, our unique business model sets us apart — positioning all of us to help deliver total health.

As the nation’s leading not-for-profit health plan, we proudly serve 12.5 million members from more than 600 locations in California, Oregon, Washington, Colorado, Georgia, Maryland, Virginia, Hawaii and Washington D.C. Together, our 217,000+ employees make up an integrated health care delivery system with a mission to improve the lives of our members, employees, and communities.

Join us at the heart of health care and experience an environment where you can play a role in shaping the delivery of care with colleagues just as passionate as you. You’ll be part of a community that’s focused on reaching outside the walls of our facilities to help build every community.

When you join Kaiser Permanente, you stand for total health.",$10+ billion (USD),http://www.kaiserpermanentejobs.org/
1373,Maid to Shine Cleaning,,,,,,,,,
1374,Rainbow Optics,"https://www.glassdoor.com/Overview/Working-at-Rainbow-Optics-EI_IE740611.11,25.htm","Eugene, OR",1 to 50 Employees,1977,Company - Private,Health Care Services & Hospitals,,$1 to $5 million (USD),http://www.rainbowoptics.net/
1375,Oregon Mozart Players,,,,,,,,,
1376,"Pepsi Northwest Beverages, LLC","https://www.glassdoor.com/Overview/Working-at-PepsiCo-EI_IE522.11,18.htm","Purchase, NY",10000+ Employees,1965,Company - Public (PEP),Food & Beverage Manufacturing,"PepsiCo is a global food and beverage leader with a product portfolio including 22 brands that generate more than $1 billion each in annual retail sales. Our main businesses – Quaker, Tropicana, Gatorade, Frito-Lay and Pepsi-Cola – make hundreds of enjoyable foods and beverages that are loved throughout the world.

At PepsiCo, you get the best of both worlds: an entrepreneur’s mindset plus reach and resources. Our collaborative culture and worldwide presence generate a stream of new opportunities to define the future and propel your life’s work. Bring your unique perspective. Bring curiosity. Bring ingenuity, and drive. We’ll give you a platform to be daring on a global scale.",$10+ billion (USD),http://www.pepsico.com/
1377,Portland Bolt & Manufacturing,"https://www.glassdoor.com/Overview/Working-at-Red-Zone-HR-Solutions-EI_IE7426170.11,32.htm","Beaverton, OR",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.redzonehr.com/
1378,Viridian Management,"https://www.glassdoor.com/Overview/Working-at-Viridian-Management-EI_IE1696692.11,30.htm","Enterprise, OR",51 to 200 Employees,,Company - Public,Real Estate,,Unknown / Non-Applicable,http://www.viridianmgt.com/
1379,Farmers Insurance Group,"https://www.glassdoor.com/Overview/Working-at-Farmers-Insurance-Group-EI_IE3955.11,34.htm","Woodland Hills, CA",10000+ Employees,1928,Subsidiary or Business Segment,Insurance Carriers,"The companies comprising the Farmers Insurance Group of Companies® currently make up one of the country's largest insurers of vehicles, homes and small businesses, and provide a wide range of other specialty insurance and financial services products.

In business since 1928, today at Farmers® we proudly serve more than 10 million households with more than 20 million individual insurance policies across all 50 states through the efforts of nearly 50,000 exclusive and independent agents and nearly 24,000 employees. Our experience provides a rich history and legacy of service and strong customer relationships, while our focus on smart innovation, technology and entrepreneurship helps us to stay creative, to continually improve our product offerings and to drive the evolution of the insurance industry.",$1 to $5 billion (USD),http://www.farmers.com/
1380,UPS,"https://www.glassdoor.com/Overview/Working-at-UPS-EI_IE3012.11,14.htm","Atlanta, GA",10000+ Employees,1907,Company - Public (UPS),Taxi & Car Services,"Every day at UPS, our people are responsible for the movement of goods, funds and information in more than 200 countries and territories.

As UPS has evolved from a Seattle-based bike messenger company into a multi-billion-dollar global corporation, our team has held a singular focus—empowering commerce around the world. Today, UPS is the world's largest package delivery company and a leading global provider of specialized transportation and logistics services.

Whether we’re connecting with global giants or local mom and pop businesses, our people are at work improving distribution networks and managing supply chains—helping our customers to do what they do best. UPS makes the world work better.",$10+ billion (USD),http://www.upsjobs.com/
1381,McKesson,"https://www.glassdoor.com/Overview/Working-at-McKesson-EI_IE434.11,19.htm","Irving, TX",10000+ Employees,1833,Company - Public (MCK),Health Care Services & Hospitals,"McKesson Corporation, currently ranked 7th on the FORTUNE 500, is a global leader in healthcare supply chain management solutions, retail pharmacy, healthcare technology, community oncology and specialty care.

We partner with life sciences companies, manufacturers, providers, pharmacies, governments and other healthcare organizations to help provide the right medicines, medical products and healthcare services to the right patients at the right time, safely and cost-effectively. United by our ICARE shared principles, our employees work every day to innovate and deliver opportunities to improve patient care in every setting — one product, one partner, one patient at a time.

We're proud to have been named a “Most Admired Company” in the healthcare wholesaler category by FORTUNE, a “Best Place to Work” by the Human Rights Campaign Foundation, and a top military-friendly company by Military Friendly.",$10+ billion (USD),http://www.mckesson.com/
1382,Harry & David,"https://www.glassdoor.com/Overview/Working-at-Harry-and-David-EI_IE17977.11,26.htm","Medford, OR",1001 to 5000 Employees,1934,Company - Public,Food & Beverage Stores,"Samuel Rosenberg, Harry and David’s father, was a successful hotel owner in Seattle, Washington, but agriculture had always been his true love. In 1910 he traded his luxurious hotel for 240 prime acres of pear orchards in Southern Oregon’s Rogue River Valley and named his orchard after Bear Creek, which flowed through the fertile valley. In 1914, after also graduating from Cornell with agricultural degrees, Harry and David inherited the orchards and established the company we know today.

The brothers chose to specialize in Comice pears, the intensely sweet and juicy pears originally from the south of France and highly coveted in upscale European markets. Though they required very specific growing conditions and were hard to produce in abundance, the Rogue Valley proved ideal, and the special variety that the brothers cultivated was even more delicious, and hardier, than its French counterpart. To set their remarkable pears apart from all others, Harry and David branded their luxurious pears “Royal Riviera.”

By 1934, with Royal Rivera® Pears gaining worldwide popularity, Harry & David began creating gourmet gifts featuring their pears. Building on their initial success, they came up with gift baskets, Fruit-of-the-Month Club® Collections, and enticing gift towers, including the Signature Holiday Tower of Treatssup® Gift, still our most popular gift. The brothers paid scrupulous attention to every detail, and quality was their number one goal.

To this day, we still hand pick all of our fruit at peak ripeness, craft our own baked goods and confections, pack our gifts by hand, and ship everything to arrive in perfect condition, ready to share and enjoy.

Wolferman’s and Stock Yards
Two other venerable brands complete the Harry & David portfolio. Wolferman’s has been synonymous with fine baking since 1888, and is most known for their incredible English muffins. We’ve expanded their offerings to include breads, pastries, cakes, and other delicious treats along with breakfast and brunch items, pantry essentials, and even complete meals. Stock Yards has delivered “the World’s Finest Steaks and Chops” to restaurants for more than 120 years, and it is our pleasure to offer them directly to customers throughout the country. With Prime and Choice selections, our Stock Yards® steaks and chops are hand-carved and expertly aged for the best possible flavor and tenderness.

1-800-Flowers Family of Brands
In 2014, Harry & David became part of the 1-800-Flowers Family of Brands. With over forty years of innovation and excellence, family-run 1-800-Flowers.com has grown to include some of the best-known gifting and gourmet food brands in the business while maintaining its original mission and founding principle: to make people smile.",$100 to $500 million (USD),http://www.harryanddavid.com/
1383,Oregon Tech,"https://www.glassdoor.com/Overview/Working-at-Oregon-Institute-of-Technology-EI_IE130073.11,41.htm","Klamath Falls, OR",1001 to 5000 Employees,,College / University,Colleges & Universities,,$100 to $500 million (USD),http://www.oit.edu/
1384,Rivermark Community Credit Union,"https://www.glassdoor.com/Overview/Working-at-Rivermark-Community-Credit-Union-EI_IE352033.11,43.htm","Beaverton, OR",201 to 500 Employees,1951,Company - Private,Banking & Lending,"At Rivermark Community Credit Union, service to our members is at the heart of everything we do.

Rivermark Community Credit Union has been offering superior financial services with a member focus since 1951. Like the members we serve, we’re innovative, visionary and technologically proficient when it comes to work and finances.


We are a not-for-profit financial cooperative, owned by the people who save and borrow here. Unlike a bank, Rivermark does not issue stock or pay dividends to outside stockholders. Instead, earnings are returned to members in the form of lower rates, higher dividends on deposits and lower fees. We exist solely for the benefit of our member/owners.

We were founded in February 1951 by 140 grocery store employees who formed Safeway Portland Employees FCU. In 2004, the credit union was approved for a community charter and changed its name to Rivermark Community Credit Union. Today, the Credit Union operates 7 branches in Oregon and serves over 90,000 members.",$500 million to $1 billion (USD),http://www.rivermarkcu.org/
1385,Kwan Yin Healing Arts Center,,,,,,,,,
1386,Pham Dental Care,,,,,,,,,
1387,Good Feet,"https://www.glassdoor.com/Overview/Working-at-The-Good-Feet-Store-EI_IE583318.11,30.htm","Carlsbad, CA",501 to 1000 Employees,1992,Franchise,Drug & Health Stores,"Good Feet began as a family-owned business in 1992, and opened its first store three years later. The mission was to help people who – like the company's founders – suffered tremendous foot and back pain that diminished their quality of life.

Soon after, Good Feet stores began opening in cities across the U.S. – becoming America’s #1 Arch Support®.

Today, the Good Feet system encompasses over 150 individually owned and operated stores throughout the world.

The Good Feet Stores are always searching for energetic, passionate, customer-driven professionals to join our fast growing organization. For over 20 years, the dedicated sales teams at Good Feet Stores have been helping people live the life they love, without their feet getting in the way.

If you would like to join our team and help others live without pain and discomfort, search for job opportunities here and submit your credentials.

America's Arch Support Experts",$1 to $5 million (USD),http://www.goodfeet.com/
1388,DPH,,,,,,,,,
1389,KinderCare Education,"https://www.glassdoor.com/Overview/Working-at-KinderCare-Learning-Companies-EI_IE1326715.11,40.htm","Portland, OR",10000+ Employees,1969,Company - Private,Preschools & Child Care Services,"KinderCare Learning Companies is America's largest provider of early education and child care by capacity serving hardworking families where they need us —in neighborhoods, at work, and in schools nationwide.

Our company is headquartered in Lake Oswego, Oregon. In 2022, KinderCare Learning Companies, Inc.™ earned it's sixth Gallup Exceptional Workplace Award—one of only four companies worldwide to win this award for six consecutive years.

Our family of brands includes KinderCare®, Champions® Before- and After-School Programs, Cambridge Schools®, Knowledge Beginnings® and the Grove Schools™.

KinderCare® Learning Centers
Our community-based centers offer education and care for children six weeks to 12 years old in neighborhoods across the country. In our over 1,400 KinderCare® Learning Centers, children engage in purposeful learning and play every day. From math skills and early literacy activities to cooking adventures and plenty of time for the arts, our proprietary Early Foundations® curriculum sets the industry standard for excellence in education. Our goal is to help children become curious, engaged, focused, and empathetic—and ready them for school and life.

KinderCare Education at Work®
By partnering with over 600 employers nationwide, KinderCare Education at Work provides customized family care benefits, including care for young children on or near the site where their parents work, as well as tuition benefits, and backup care wherever your distributed workforce may be.

Champions® Before- and After-School Programs
We recognize that vital learning continues before school, after school, and year-round. That’s why we offer before- and after-school learning programs at over 650 sites in local elementary schools. We partner with principals, teachers, and parents to create safe environments that foster originality and resilience in school-age learners and spark wonder to make learning what it should be: fun.",Unknown / Non-Applicable,http://www.kcecareers.com/
1390,Northwest Energy Efficiency Alliance,"https://www.glassdoor.com/Overview/Working-at-NEEA-EI_IE621448.11,15.htm","Portland, OR",51 to 200 Employees,1996,Nonprofit Organization,Civic & Social Services,"Mobilizing the market toward energy efficiency is the most cost-effective way to meet our future energy needs. The Northwest Energy Efficiency Alliance (NEEA) is an alliance of more than 140 Northwest utilities and energy efficiency organizations working on behalf of more than 13 million energy consumers.

NEEA is dedicated to accelerating both electric and gas energy efficiency, leveraging its regional partnerships to advance the adoption of energy-efficient products, services and practices. Since 1997, NEEA and its partners have saved enough energy to power more than 700,000 homes each year. As the second largest resource in the Northwest, energy efficiency can offset most of our new demand for energy, saving money and keeping the Northwest a healthy and vibrant place to live.",$25 to $100 million (USD),http://www.neea.org/
1391,Analog Devices,"https://www.glassdoor.com/Overview/Working-at-Analog-Devices-EI_IE49.11,25.htm","Wilmington, MA",10000+ Employees,1965,Company - Public (ADI),Electronics Manufacturing,"Analog Devices, Inc. (ADI) is a leading global technology company—designing and manufacturing technical products, solutions, and ecosystems that fully understand the world around us and help make it better. ADI captures data where it is born, at the intersection of the digital and physical worlds, and converts it into intelligence that helps customers solve complex problems faster and with greater impact. ADI fuses together deep domain knowledge, cutting-edge technology, and the most ingenious problem solvers to take on the toughest technical challenges across diverse sectors. From autonomous transport and industrial automation to healthcare and communications, ADI offers high performance integrated circuits, algorithms, software, and systems to better sense, measure, interpret, connect, secure, and power the digital and physical worlds.",$10+ billion (USD),http://www.analog.com/
1392,IDEXX,"https://www.glassdoor.com/Overview/Working-at-IDEXX-Laboratories-EI_IE2074.11,29.htm","Westbrook, ME",10000+ Employees,1983,Company - Public (IDXX),Biotech & Pharmaceuticals,"10,000 people, one global focus﻿ - enhancing the health and well-being of pets, people, and livestock.

We are passionate about what we do at IDEXX – and why wouldn’t we be? When you’re working to raise the standard of care for pets, make drinking water safe for billions and keep our livestock population around the globe healthy and free of disease, it’s no wonder that what we do each day is more than just a job. There’s energy across IDEXX that is contagious – where caring and committed people come together to make things better.

IDEXX Laboratories, Inc. (NASDAQ: IDXX), a member of the S&P 500, is a leader in pet healthcare innovation, serving practicing veterinarians around the world with a broad range of diagnostic and information technology-based products and services. Headquartered in southern Maine, we conduct operations through more than 70 locations around the world and serve customers in over 175 countries.

Our primary business focuses on pet health, a growing market around the world. Our products —in-clinic diagnostic tests and instrumentation, reference laboratory and telemedicine consultation services, and practice management software—enhance the ability of veterinarians to provide advanced medical care, improve staff efficiency, and build more economically successful practices.

We also develop and manufacture diagnostic tests and information for the global production animal industry, including poultry and livestock, as well as tests for the quality and safety of water and milk.

IDEXX values a diverse workforce and workplace and strongly encourages women, people of color, LGBTQ+ individuals, people with disabilities, members of ethnic minorities, foreign-born residents, and veterans to apply.

IDEXX is an equal opportunity employer. Applicants will not be discriminated against because of race, color, creed, sex, sexual orientation, gender identity or expression, age, religion, national origin, citizenship status, disability, ancestry, marital status, veteran status, medical condition, or any protected category prohibited by local, state, or federal laws.",$1 to $5 billion (USD),http://www.idexx.com/
1393,The Portland Clinic,"https://www.glassdoor.com/Overview/Working-at-The-Portland-Clinic-EI_IE193662.11,30.htm","Portland, OR",501 to 1000 Employees,1921,Company - Private,Health Care Services & Hospitals,"Established in 1921, The Portland Clinic is Oregon’s oldest, private, multi-specialty medical group. Today, with sophisticated medical technology and dynamic medical specialists, a personal approach to each patient’s good health remains The Portland Clinic’s primary focus. The Portland Clinic’s six locations serve the greater Portland metropolitan area and care for over 90,000 families each year throughout the Northwest.",Unknown / Non-Applicable,http://www.theportlandclinic.com/
1394,Insomnia Cookies,"https://www.glassdoor.com/Overview/Working-at-Insomnia-Cookies-EI_IE610706.11,27.htm","New York, NY",1001 to 5000 Employees,2003,Company - Private,Restaurants & Cafes,"Insomnia Cookies is a rapidly expanding late-night bakery concept with offices in both New York and Philadelphia. Founded in a college dorm room in 2003 at the University of Pennsylvania, by then student, Seth Berkowitz, Insomnia Cookies has been feeding the insatiable hunger of our fans ever since. We specialize in delivering warm, delicious cookies right to the doors of individuals and companies alike.

Today we have more than one hundred locations and are still growing! Whether you’re feeding a craving or a crowd, our offerings of cookies, brownies, cookie cakes and even cold milk, have you covered. We also serve and deliver ice cream at most of our locations.",Unknown / Non-Applicable,http://www.insomniacookies.com/
1395,PINNACLE,"https://www.glassdoor.com/Overview/Working-at-The-Pinnacle-Corporation-EI_IE136468.11,35.htm","Arlington, TX",51 to 200 Employees,,Company - Private,Computer Hardware Development,,$5 to $25 million (USD),http://www.pinncorp.com/
1396,Consolidated Supply Co.,"https://www.glassdoor.com/Overview/Working-at-Consolidated-Supply-Co-EI_IE27471.11,33.htm","Tigard, OR",501 to 1000 Employees,1928,Company - Private,Wholesale,"We are a Pacific Northwest plumbing, water works, and hydronics wholesale distributor established in 1928 by the Neupert family, and we are still family owned and operated today. The Neuperts are actively involved in the day-to-day running of the company. The family truly values their employees; they treat everyone like extended family members.

Who else celebrates their employees each year with Employee Appreciation Day across all of their locations? We value our team and their input, and we show it. Many programs have been created and improved by listening to our employees via our annual employee survey and by their suggestions to our Employee Engagement Team. Our employees don’t become a number, and they don’t fall into an anonymous vortex here at Consolidated Supply Co. We know our employees.

Consolidated Supply Co. has been around for over 90 years, meaning that we’ve grown and changed with the times. We have learned there is always room for improvement. We know managers make a huge impact on the employee experience, and our managers are the best. Our company invests in technology hardware and software to improve efficiency and the employee experience.",$100 to $500 million (USD),http://www.consolidatedsupply.com/
1397,Hollingsworth & Vose Company,"https://www.glassdoor.com/Overview/Working-at-Hollingsworth-And-Vose-EI_IE7295.11,33.htm","East Walpole, MA",1001 to 5000 Employees,1892,Company - Private,Chemical Manufacturing,"It's tough to get past Hollingsworth & Vose Company unless you're squeaky clean -- they filter out the riff-raff. The company manufactures products for engine filtration, air and liquid filtration, and battery separators using nonwoven materials. It also makes advanced composites as well as technical, filter, and specialty papers. The company's engine and industrial filtration products are made to perform in harsh environments and are used in automotive air, automotive lubrication, diesel, fuel, hydraulic, oil, and other specialty filtration applications. Hollingsworth & Vose's battery separators are made with uniform pore structure, chemical stability, and high wicking and absorbency.",$500 million to $1 billion (USD),http://www.hollingsworth-vose.com/
1398,USAble Life,"https://www.glassdoor.com/Overview/Working-at-USAble-Life-EI_IE354293.11,22.htm","Little Rock, AR",501 to 1000 Employees,1980,Company - Private,Insurance Carriers,"USAble Life is a dynamic and growing organization offering many of the industry’s best individual & group life, dental and disability insurance products. We’re committed to providing each employee with the chance to forge not just a career, but a chance to impact lives through the unique skills they bring to this thriving, passionate and fun working environment.

Our headquarters is located in picturesque Little Rock, Arkansas, with additional offices located throughout the country. Kiplinger magazine named Little Rock number one on its list of the Top 10 Places to Live in 2013. Forbes magazine also named the Little Rock region near the top of 200 metropolitan statistical areas as ""Best Places for Business and Careers."" With major universities, museums, fine-art galleries, a repertory theater and symphony orchestra, the William J. Clinton Presidential Library, and so much more, Little Rock is Arkansas’ center of business, healthcare and culture.",$500 million to $1 billion (USD),http://www.usablelife.com/
1399,First Community Credit Union of Oregon,"https://www.glassdoor.com/Overview/Working-at-First-Community-Credit-Union-Oregon-EI_IE793158.11,46.htm","Coquille, OR",501 to 1000 Employees,,Company - Private,Banking & Lending,,$25 to $100 million (USD),http://www.myfirstccu.org/
1400,"Pyramid Consulting Group, LLC","https://www.glassdoor.com/Overview/Working-at-Pyramid-Consulting-Group-LLC-EI_IE729508.11,39.htm","New York, NY",51 to 200 Employees,2003,Company - Private,HR Consulting,"Named one of the Top 100 Staffing Firms by the World Staffing Awards of 2022.

With over 18 years of industry experience, Pyramid Consulting Group has established itself as a premier staffing firm nationwide. Focusing on client and candidate connections, we create partnerships fostering trust and communication to fill open positions in a variety of divisions including Fashion, Retail, Human Resources, Administrative, Accounting & Finance, Marketing & Communications, and more!

With a diversified team of recruiters who come from a wide array of experience in their fields, we strive to challenge the norm of the transactional interview, digging deep to gain an understanding and trust with candidates. It is with this knowledge and partnership that we can exceed expectations in temporary, temp to perm, and permanent placements for our clients. We believe this directly results in candidate success.",$5 to $25 million (USD),http://www.pyramidcg.com/
1401,Amazon Delivery Service Partners,"https://www.glassdoor.com/Overview/Working-at-Amazon-EI_IE6036.11,17.htm","Seattle, WA",10000+ Employees,1994,Company - Public (AMZN),Internet & Web Services,"All Amazon teams and businesses, from Prime delivery to AWS, are guided by four key tenets: customer obsession rather than competitor focus, passion for invention, commitment to operational excellence, and long-term thinking.

We are driven by the excitement of building technologies, inventing products, and providing services that transform the way our customers live their lives and run their businesses.",$10+ billion (USD),http://www.amazon.jobs/
1402,WELLS FARGO BANK,"https://www.glassdoor.com/Overview/Working-at-Wells-Fargo-EI_IE8876.11,22.htm","San Francisco, CA",10000+ Employees,1852,Company - Public (WFC),Banking & Lending,"Wells Fargo & Company (NYSE: WFC) is a diversified, community-based financial services company with $1.98 trillion in assets. Wells Fargo’s vision is to satisfy our customers’ financial needs and help them succeed financially. Founded in 1852 and headquartered in San Francisco, Wells Fargo provides banking, investment and mortgage products and services, as well as consumer and commercial finance, through 7,400 locations, more than 13,000 ATMs, the internet (wellsfargo.com) and mobile banking, and has offices in 31 countries and territories to support customers who conduct business in the global economy. With approximately 263,000 team members, Wells Fargo serves one in three households in the United States. Wells Fargo & Company was ranked No. 30 on Fortune’s 2020 rankings of America’s largest corporations. News, insights and perspectives from Wells Fargo are also available at Wells Fargo Stories.
Additional information may be found at www.wellsfargo.com | Twitter: @WellsFargo.",$10+ billion (USD),http://www.wellsfargojobs.com/
1403,Idaho Power Company,"https://www.glassdoor.com/Overview/Working-at-Idaho-Power-EI_IE18504.11,22.htm","Boise, ID",1001 to 5000 Employees,1916,Subsidiary or Business Segment,Energy & Utilities,"Idaho Power, headquartered in vibrant and fast-growing Boise, Idaho, has been a locally operated energy company since 1916. Our goal to provide 100% clean energy by 2045 builds on our long history as a clean-energy leader that provides reliable service at affordable prices. Our nearly 2,000 employees serve more than 600,000 customers in a service area spanning an estimated 24,000 square miles. They live and work in some of the most beautiful and rugged landscapes across southern Idaho and eastern Oregon.

Our Values
Safety First: We are committed to the safety of our employees, our customers and the communities we serve.
Integrity Always: Customers, shareholders and employees can count on us to be fair and ethical.
Respect for All: We treat our customers, partners, employees and the environment with care and dignity.",$1 to $5 billion (USD),http://www.idahopower.com/
1404,Pacific Grove Senior Living,"https://www.glassdoor.com/Overview/Working-at-Pacific-Grove-Senior-Living-EI_IE5376810.11,38.htm","Forest Grove, OR",Unknown,,Company - Public,,,Unknown / Non-Applicable,http://www.pacificgroveslc.com/
1405,OSPIRG,,,,,,,,,
1406,PSCU,"https://www.glassdoor.com/Overview/Working-at-PSCU-EI_IE18949.11,15.htm","Saint Petersburg, FL",1001 to 5000 Employees,1977,Company - Private,Investment & Asset Management,"PSCU is the nation’s premier payments CUSO. Committed to delivering on service excellence and digital innovation, PSCU offers a comprehensive, highly integrated suite of traditional and digital payments solutions for credit unions to optimize their member experience.

Leveraging digital technology, PSCU supports the success of nearly 900 Owner credit unions representing over 20 million accounts through secure, best-in-class solutions including payment processing, risk management, analytics, loyalty programs, digital banking, marketing, strategic consulting and mobile platforms. Comprehensive, 24/7/365 member support is delivered by contact centers located throughout the United States.

The origin of PSCU’s model is collaboration and scale, and the company has leveraged its influence on behalf of credit unions and their members for more than 40 years. For more information, visit pscu.com.",$100 to $500 million (USD),http://www.pscu.com/
